condition	GO_enrichment	concord	compound	SGTC_ID	SGTC_ID.BP	signature	type	drug
NIBR_4276:20uM	NIBR_4276:20uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4276_20_NIBR_0164_2019-09-16-18-31-34_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4276_20_NIBR_0164</a>	0.57	st003713	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1627>SGTC_1627</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1627.BP>SGTC_1627.BP</a>	calcium & mitochondrial duress	major	4276
NIBR_4313:20uM	NIBR_4313:20uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4313_20_NIBR_0164_2019-09-16-18-31-38_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4313_20_NIBR_0164</a>	0.8	0271-0008	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_842>SGTC_842</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_842.BP>SGTC_842.BP</a>	heme biosynthesis & mitochondrial translocase	major	4313
NIBR_4530:20uM	NIBR_4530:20uM	no GO enrichment							4530
NIBR_657|A:200uM	NIBR_657|A:200uM	no GO enrichment							657
NIBR_4980:5uM	NIBR_4980:5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4980_5_NIBR_0164_2019-09-16-18-31-44_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4980_5_NIBR_0164</a>	0.67	st012842	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1522>SGTC_1522</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1522.BP>SGTC_1522.BP</a>	RNA pol III & RNase P/MRP	major	4980
NIBR_4584:67uM	NIBR_4584:67uM	no GO enrichment							4584
NIBR_5171:8uM	NIBR_5171:8uM	no GO enrichment							5171
NIBR_5228:0.25uM	NIBR_5228:0.25uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5228_0.25_NIBR_0166_2019-09-16-18-31-51_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5228_0.25_NIBR_0166</a>	0.95	0833-0042	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_639>SGTC_639</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_639.BP>SGTC_639.BP</a>	35	minor	5228
NIBR_5222:1.75uM	NIBR_5222:1.75uM	no GO enrichment							5222
NIBR_5196:10uM	NIBR_5196:10uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5196_10_NIBR_0166_2019-09-16-18-31-56_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5196_10_NIBR_0166</a>	0.57	7671323	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2292>SGTC_2292</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2292.BP>SGTC_2292.BP</a>	RNA processing & uracil transport	major	5196
NIBR_5217:10uM	NIBR_5217:10uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5217_10_NIBR_0166_2019-09-16-18-31-58_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5217_10_NIBR_0166</a>	0.27	9110682	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_3189>SGTC_3189</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_3189.BP>SGTC_3189.BP</a>	58	minor	5217
NIBR_5224:10uM	NIBR_5224:10uM	no GO enrichment							5224
NIBR_5214:100uM	NIBR_5214:100uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5214_100_NIBR_0166_2019-09-16-18-32-05_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5214_100_NIBR_0166</a>	0.49	clozapine	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_232>SGTC_232</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_232.BP>SGTC_232.BP</a>	NEO1	major	5214
NIBR_5219:100uM	NIBR_5219:100uM	no GO enrichment							5219
NIBR_5203:120uM	NIBR_5203:120uM	no GO enrichment							5203
NIBR_5216:130uM	NIBR_5216:130uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5216_130_NIBR_0166_2019-09-16-18-32-12_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5216_130_NIBR_0166</a>	0.59	1486-1323	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_194>SGTC_194</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_194.BP>SGTC_194.BP</a>	7	minor	5216
NIBR_5211:135uM	NIBR_5211:135uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5211_135_NIBR_0166_2019-09-16-18-32-15_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5211_135_NIBR_0166</a>	0.98	st060202	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1927>SGTC_1927</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1927.BP>SGTC_1927.BP</a>	261	minor	5211
NIBR_5215:135uM	NIBR_5215:135uM	no GO enrichment							5215
NIBR_5200:160uM	NIBR_5200:160uM	no GO enrichment							5200
NIBR_5156:190uM	NIBR_5156:190uM	no GO enrichment							5156
NIBR_5157:190uM	NIBR_5157:190uM	no GO enrichment							5157
NIBR_5202:2uM	NIBR_5202:2uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5202_2_NIBR_0166_2019-09-16-18-32-25_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5202_2_NIBR_0166</a>	0.65	mebhydrolin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2697>SGTC_2697</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2697.BP>SGTC_2697.BP</a>	NEO1	major	5202
NIBR_5222:2.5uM	NIBR_5222:2.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5222_2.5_NIBR_0166_2019-09-16-18-32-28_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5222_2.5_NIBR_0166</a>	0.67	trifluoperazine	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1071>SGTC_1071</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1071.BP>SGTC_1071.BP</a>	44	minor	5222
NIBR_5197:20uM	NIBR_5197:20uM	no GO enrichment							5197
NIBR_5199:20uM	NIBR_5199:20uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5199_20_NIBR_0166_2019-09-16-18-32-32_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5199_20_NIBR_0166</a>	0.29	5578692	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2139>SGTC_2139</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2139.BP>SGTC_2139.BP</a>	superoxide	major	5199
NIBR_5158:200uM	NIBR_5158:200uM	no GO enrichment							5158
NIBR_5159:200uM	NIBR_5159:200uM	no GO enrichment							5159
NIBR_5201:22uM	NIBR_5201:22uM	no GO enrichment							5201
NIBR_5198:25uM	NIBR_5198:25uM	no GO enrichment							5198
NIBR_5220:3uM	NIBR_5220:3uM	no GO enrichment							5220
NIBR_5193:30uM	NIBR_5193:30uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5193_30_NIBR_0166_2019-09-16-18-32-45_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5193_30_NIBR_0166</a>	0.7	st077767	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2701>SGTC_2701</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2701.BP>SGTC_2701.BP</a>	14	minor	5193
NIBR_5192:4uM	NIBR_5192:4uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5192_4_NIBR_0166_2019-09-16-18-32-47_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5192_4_NIBR_0166</a>	0.38	tofa	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2416>SGTC_2416</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2416.BP>SGTC_2416.BP</a>	sphingolipid biosynthesis & PDR1	major	5192
NIBR_5184:40uM	NIBR_5184:40uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5184_40_NIBR_0166_2019-09-16-18-32-51_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5184_40_NIBR_0166</a>	0.95	5664817	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2470>SGTC_2470</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2470.BP>SGTC_2470.BP</a>	104	minor	5184
NIBR_5221:45uM	NIBR_5221:45uM	no GO enrichment							5221
NIBR_5183:5uM	NIBR_5183:5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5183_5_NIBR_0166_2019-09-16-18-32-55_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5183_5_NIBR_0166</a>	0.28	5153890	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2028>SGTC_2028</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2028.BP>SGTC_2028.BP</a>	cell wall signaling	major	5183
NIBR_5219:50uM	NIBR_5219:50uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5219_50_NIBR_0166_2019-09-16-18-32-59_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5219_50_NIBR_0166</a>	0.7	9066192	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2996>SGTC_2996</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2996.BP>SGTC_2996.BP</a>		unique	5219
NIBR_5212:55uM	NIBR_5212:55uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5212_55_NIBR_0166_2019-09-16-18-33-01_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5212_55_NIBR_0166</a>	0.75	5332512	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2094>SGTC_2094</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2094.BP>SGTC_2094.BP</a>	34	minor	5212
NIBR_5225:6uM	NIBR_5225:6uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5225_6_NIBR_0166_2019-09-16-18-33-03_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5225_6_NIBR_0166</a>	0.65	st057645	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1864>SGTC_1864</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1864.BP>SGTC_1864.BP</a>	amide catabolism	major	5225
NIBR_5195:6.5uM	NIBR_5195:6.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5195_6.5_NIBR_0166_2019-09-16-18-33-06_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5195_6.5_NIBR_0166</a>	0.76	4296-0578	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_714>SGTC_714</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_714.BP>SGTC_714.BP</a>		unique	5195
NIBR_5221:60uM	NIBR_5221:60uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5221_60_NIBR_0166_2019-09-16-18-33-08_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5221_60_NIBR_0166</a>	0.83	9066192	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2996>SGTC_2996</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2996.BP>SGTC_2996.BP</a>		unique	5221
NIBR_5176:8uM	NIBR_5176:8uM	no GO enrichment							5176
NIBR_4860:0.05uM	NIBR_4860:0.05uM	no GO enrichment							4860
NIBR_4860:0.1uM	NIBR_4860:0.1uM	no GO enrichment							4860
NIBR_3318:0.2uM	NIBR_3318:0.2uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=3318_0.2_NIBR_0168_2019-09-16-18-33-16_fdrThresh_0.1_MCL_HyperG_withNonEnrich>3318_0.2_NIBR_0168</a>	0	0258-0098	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1>SGTC_1</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1.BP>SGTC_1.BP</a>	heme biosynthesis & mitochondrial translocase	major	3318
NIBR_3324:0.5uM	NIBR_3324:0.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=3324_0.5_NIBR_0168_2019-09-16-18-33-18_fdrThresh_0.1_MCL_HyperG_withNonEnrich>3324_0.5_NIBR_0168</a>	0.49	4032-1194	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_143>SGTC_143</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_143.BP>SGTC_143.BP</a>	99	minor	3324
NIBR_3322:1uM	NIBR_3322:1uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=3322_1_NIBR_0168_2019-09-16-18-33-20_fdrThresh_0.1_MCL_HyperG_withNonEnrich>3322_1_NIBR_0168</a>	0.68	k017-0060	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_289>SGTC_289</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_289.BP>SGTC_289.BP</a>	50	minor	3322
NIBR_3323:1uM	NIBR_3323:1uM	no GO enrichment							3323
NIBR_1496:10uM	NIBR_1496:10uM	no GO enrichment							1496
NIBR_1500:10uM	NIBR_1500:10uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=1500_10_NIBR_0168_2019-09-16-18-33-27_fdrThresh_0.1_MCL_HyperG_withNonEnrich>1500_10_NIBR_0168</a>	0.96	st003707	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1622>SGTC_1622</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1622.BP>SGTC_1622.BP</a>	calcium & mitochondrial duress	major	1500
NIBR_1848:10uM	NIBR_1848:10uM	no GO enrichment							1848
NIBR_2697:10uM	NIBR_2697:10uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=2697_10_NIBR_0168_2019-09-16-18-33-32_fdrThresh_0.1_MCL_HyperG_withNonEnrich>2697_10_NIBR_0168</a>	0.35	5556613	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2150>SGTC_2150</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2150.BP>SGTC_2150.BP</a>	145	minor	2697
NIBR_4325:100uM	NIBR_4325:100uM	no GO enrichment							4325
NIBR_5019:120uM	NIBR_5019:120uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5019_120_NIBR_0168_2019-09-16-18-33-36_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5019_120_NIBR_0168</a>	0.26	st076221	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1941>SGTC_1941</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1941.BP>SGTC_1941.BP</a>	sphingolipid biosynthesis & PDR1	major	5019
NIBR_4325:150uM	NIBR_4325:150uM	no GO enrichment							4325
NIBR_5229:18uM	NIBR_5229:18uM	no GO enrichment							5229
NIBR_3316:2uM	NIBR_3316:2uM	no GO enrichment							3316
NIBR_3320:2uM	NIBR_3320:2uM	no GO enrichment							3320
NIBR_4976:2uM	NIBR_4976:2uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4976_2_NIBR_0168_2019-09-16-18-33-50_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4976_2_NIBR_0168</a>	0.74	3788-1495	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_531>SGTC_531</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_531.BP>SGTC_531.BP</a>	unfolded protein response	major	4976
NIBR_5230:2.5uM	NIBR_5230:2.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5230_2.5_NIBR_0168_2019-09-16-18-33-53_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5230_2.5_NIBR_0168</a>	0.47	mebhydrolin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2697>SGTC_2697</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2697.BP>SGTC_2697.BP</a>	NEO1	major	5230
NIBR_4939:250uM	NIBR_4939:250uM	no GO enrichment							4939
NIBR_4974:3uM	NIBR_4974:3uM	no GO enrichment							4974
NIBR_3314:3.5uM	NIBR_3314:3.5uM	no GO enrichment							3314
NIBR_4939:350uM	NIBR_4939:350uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4939_350_NIBR_0168_2019-09-16-18-34-04_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4939_350_NIBR_0168</a>	0.17	st076595	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1962>SGTC_1962</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1962.BP>SGTC_1962.BP</a>	redox potentiating	major	4939
NIBR_1496:5uM	NIBR_1496:5uM	no GO enrichment							1496
NIBR_1848:5uM	NIBR_1848:5uM	no GO enrichment							1848
NIBR_3317:6uM	NIBR_3317:6uM	no GO enrichment							3317
NIBR_5097:65.43uM	NIBR_5097:65.43uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5097_65.43_NIBR_0168_2019-09-16-18-34-15_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5097_65.43_NIBR_0168</a>	0.26	wortmannin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1877>SGTC_1877</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1877.BP>SGTC_1877.BP</a>	4	minor	5097
NIBR_5001:77.444uM	NIBR_5001:77.444uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5001_77.444_NIBR_0168_2019-09-16-18-34-20_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5001_77.444_NIBR_0168</a>	0.23	toremifene	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2769>SGTC_2769</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2769.BP>SGTC_2769.BP</a>		unique	5001
NIBR_3312:8uM	NIBR_3312:8uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=3312_8_NIBR_0168_2019-09-16-18-34-22_fdrThresh_0.1_MCL_HyperG_withNonEnrich>3312_8_NIBR_0168</a>	0.35	4032-1194	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_143>SGTC_143</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_143.BP>SGTC_143.BP</a>	99	minor	3312
NIBR_4462:0.05uM	NIBR_4462:0.05uM	no GO enrichment							4462
NIBR_4462:0.1uM	NIBR_4462:0.1uM	no GO enrichment							4462
NIBR_4462:0.5uM	NIBR_4462:0.5uM	no GO enrichment							4462
NIBR_4462:1uM	NIBR_4462:1uM	no GO enrichment							4462
NIBR_5272:1.5uM	NIBR_5272:1.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5272_1.5_NIBR_0170_2019-09-16-18-34-32_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5272_1.5_NIBR_0170</a>	0.53	0329-0193	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_52>SGTC_52</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_52.BP>SGTC_52.BP</a>	TSC3-RPN4	major	5272
NIBR_5271:1.75uM	NIBR_5271:1.75uM	no GO enrichment							5271
NIBR_4870:10uM	NIBR_4870:10uM	no GO enrichment							4870
NIBR_5273:10uM	NIBR_5273:10uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5273_10_NIBR_0170_2019-09-16-18-34-39_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5273_10_NIBR_0170</a>	0.39	amphotericin b	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1872>SGTC_1872</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1872.BP>SGTC_1872.BP</a>	RNA pol III & RNase P/MRP	major	5273
NIBR_5221:120uM	NIBR_5221:120uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=5221_120_NIBR_0170_2019-09-16-18-34-41_fdrThresh_0.1_MCL_HyperG_withNonEnrich>5221_120_NIBR_0170</a>	0.7	9066192	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2996>SGTC_2996</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2996.BP>SGTC_2996.BP</a>		unique	5221
NIBR_4437:130uM	NIBR_4437:130uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4437_130_NIBR_0170_2019-09-16-18-34-43_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4437_130_NIBR_0170</a>	0.65	lucigenin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_117>SGTC_117</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_117.BP>SGTC_117.BP</a>	redox potentiating	major	4437
NIBR_4457:130uM	NIBR_4457:130uM	no GO enrichment							4457
NIBR_4887:160uM	NIBR_4887:160uM	no GO enrichment							4887
NIBR_4990:180uM	NIBR_4990:180uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4990_180_NIBR_0170_2019-09-16-18-34-50_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4990_180_NIBR_0170</a>	0.52	aloe-emodin-8-o-glycoside	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2410>SGTC_2410</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2410.BP>SGTC_2410.BP</a>	mitochondrial processes	major	4990
NIBR_4431:2uM	NIBR_4431:2uM	no GO enrichment							4431
NIBR_4757:2uM	NIBR_4757:2uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=4757_2_NIBR_0170_2019-09-16-18-34-54_fdrThresh_0.1_MCL_HyperG_withNonEnrich>4757_2_NIBR_0170</a>	0.19	wortmannin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1877>SGTC_1877</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1877.BP>SGTC_1877.BP</a>	4	minor	4757
